city,YEAR,total arrivals by city,pct_of_county,county,arrival_unexposed_PCT,arrival_exposed_PCT,lat,lon
Ellsworth Afb,2019,15432,0.032303553728,Meade,0.8877192982456,0.1122807017544,44.14316,-103.07404
Ellsworth Afb,2020,4613,0.010354700371,Meade,0.9074074074074,0.0925925925926,44.14316,-103.07404
Ellsworth Afb,2021,7188,0.014259766255,Meade,0.8193277310924,0.1806722689076,44.14316,-103.07404
Emery,2019,8902,0.490607326508,Hanson,0.9423076923077,0.0576923076923,43.60137,-97.62781
Emery,2020,7249,0.418399619132,Hanson,0.9079283887468,0.0920716112532,43.60137,-97.62781
Emery,2021,8296,0.396021636266,Hanson,0.9068322981366,0.0931677018634,43.60137,-97.62781
Erwin,2019,708,0.008988504145,Kingsbury,0.7500000000000,0.2500000000000,44.517,-97.41278
Erwin,2020,345,0.005808336609,Kingsbury,0.9090909090909,0.0909090909091,44.517,-97.41278
Erwin,2021,193,0.002581235228,Kingsbury,0.7894736842105,0.2105263157895,44.517,-97.41278
Estelline,2019,28542,0.329364872604,Hamlin,0.9343936381710,0.0656063618290,44.58915,-96.92665
Estelline,2020,21847,0.280863065697,Hamlin,0.8845807033363,0.1154192966637,44.58915,-96.92665
Estelline,2021,20189,0.279611823291,Hamlin,0.8445040214477,0.1554959785523,44.58915,-96.92665
Ethan,2019,2340,0.005489786241,Davison,0.9193548387097,0.0806451612903,43.54037,-97.98252
Ethan,2020,4041,0.012776306193,Davison,0.9056603773585,0.0943396226415,43.54037,-97.98252
Ethan,2021,3917,0.009590942425,Davison,0.9166666666667,0.0833333333333,43.54037,-97.98252
Eureka,2019,25967,0.991985519456,Mcpherson,0.9308712121212,0.0691287878788,45.80813,-99.6431
Eureka,2020,11238,0.797638273523,Mcpherson,0.8876860622463,0.1123139377537,45.80813,-99.6431
Eureka,2021,12697,0.832632771148,Mcpherson,0.8287197231834,0.1712802768166,45.80813,-99.6431
Fairburn,2019,769,0.001220823828,Custer,0.9230769230769,0.0769230769231,43.67089,-103.19248
Fairburn,2020,369,0.000605230254,Custer,0.9433962264151,0.0566037735849,43.67089,-103.19248
Fairburn,2021,455,0.000768821955,Custer,0.7837837837838,0.2162162162162,43.67089,-103.19248
Fairfax,2019,7000,0.085986039953,Gregory,0.9033816425121,0.0966183574879,43.04206,-98.84758
Fairfax,2020,6796,0.083151587482,Gregory,0.8784530386740,0.1215469613260,43.04206,-98.84758
Fairfax,2021,10699,0.115730435127,Gregory,0.8373205741627,0.1626794258373,43.04206,-98.84758
Fairview,2019,0,0.000000000000,Lincoln,1.0000000000000,0.0000000000000,47.84925,-104.05313
Fairview,2020,0,0.000000000000,Lincoln,1.0000000000000,0.0000000000000,47.84925,-104.05313
Fairview,2021,0,0.000000000000,Lincoln,0.5714285714286,0.4285714285714,47.84925,-104.05313
Faith,2019,24801,0.051914546647,Meade,0.9338028169014,0.0661971830986,45.02183,-102.13363
Faith,2020,27874,0.062565971408,Meade,0.9102639296188,0.0897360703812,45.02183,-102.13363
Faith,2021,26284,0.052141213890,Meade,0.8871951219512,0.1128048780488,45.02183,-102.13363
Faulkton,2019,23129,0.900334265768,Faulk,0.9127358490566,0.0872641509434,45.03896,-99.12369
Faulkton,2020,21877,1.034091919694,Faulk,0.8887795275591,0.1112204724409,45.03896,-99.12369
Faulkton,2021,17642,0.868038218203,Faulk,0.8760469011725,0.1239530988275,45.03896,-99.12369
Fedora,2019,823,0.056003196264,Miner,0.8888888888889,0.1111111111111,44.02954,-97.78748
Fedora,2020,1321,0.096609677153,Miner,0.8510638297872,0.1489361702128,44.02954,-97.78748
Fedora,2021,1267,0.100355047263,Miner,0.8536585365854,0.1463414634146,44.02954,-97.78748
Ferney,2019,264,0.000582800690,Brown,0.8000000000000,0.2000000000000,45.32971,-98.10499
Ferney,2020,0,0.000000000000,Brown,1.0000000000000,0.0000000000000,45.32971,-98.10499
Ferney,2021,195,0.000437701558,Brown,1.0000000000000,0.0000000000000,45.32971,-98.10499
Flandreau,2019,32014,0.725776520484,Moody,0.9194831013917,0.0805168986083,44.05795,-96.60304
Flandreau,2020,19628,0.537214821446,Moody,0.8995865327820,0.1004134672180,44.05795,-96.60304
Flandreau,2021,29951,0.752193926128,Moody,0.8323615160350,0.1676384839650,44.05795,-96.60304
Florence,2019,7754,0.017516341959,Codington,0.8823529411765,0.1176470588235,45.06104,-97.28989
Florence,2020,4546,0.013546984666,Codington,0.8849206349206,0.1150793650794,45.06104,-97.28989
Florence,2021,6754,0.016589231766,Codington,0.8281250000000,0.1718750000000,45.06104,-97.28989
Fort Meade,2019,4093,0.008566930508,Meade,0.9074074074074,0.0925925925926,44.40674,-103.46924
Fort Meade,2020,1276,0.002863010446,Meade,0.9230769230769,0.0769230769231,44.40674,-103.46924
Fort Meade,2021,3201,0.006349066281,Meade,0.9333333333333,0.0666666666667,44.40674,-103.46924
Fort Pierre,2019,121346,0.952715622160,Stanley,0.9090513489991,0.0909486510009,44.37635,-100.41124
Fort Pierre,2020,116424,1.073168588278,Stanley,0.8780003967467,0.1219996032533,44.37635,-100.41124
Fort Pierre,2021,130005,0.985210701868,Stanley,0.8396926338103,0.1603073661897,44.37635,-100.41124
Fort Thompson,2019,15903,0.745553864597,Buffalo,0.9050279329609,0.0949720670391,44.06583,-99.41874
Fort Thompson,2020,7809,0.584395571584,Buffalo,0.8971962616822,0.1028037383178,44.06583,-99.41874
Fort Thompson,2021,12475,0.645660474150,Buffalo,0.8761061946903,0.1238938053097,44.06583,-99.41874
Frankfort,2019,3751,0.058236404896,Spink,0.9487179487179,0.0512820512821,44.8836,-98.2881
Frankfort,2020,4542,0.082162794540,Spink,0.8768472906404,0.1231527093596,44.8836,-98.2881
Frankfort,2021,5342,0.076555198923,Spink,0.8888888888889,0.1111111111111,44.8836,-98.2881
Frederick,2019,10896,0.024061342766,Brown,0.9072164948454,0.0927835051546,45.82092,-98.4856
Frederick,2020,8575,0.025757495177,Brown,0.8724373576310,0.1275626423690,45.82092,-98.4856
Frederick,2021,9232,0.020741694252,Brown,0.8178571428571,0.1821428571429,45.82092,-98.4856
Freeman,2019,21567,0.440395317096,Hutchinson,0.9208103130755,0.0791896869245,43.34001,-97.44884
Freeman,2020,12570,0.356782053981,Hutchinson,0.8982826948481,0.1017173051519,43.34001,-97.44884
Freeman,2021,16859,0.347428988349,Hutchinson,0.8610662358643,0.1389337641357,43.34001,-97.44884
Fulton,2019,2884,0.158956773789,Hanson,0.8775510204082,0.1224489795918,43.73835,-97.83172
Fulton,2020,1807,0.104318470062,Hanson,0.9285714285714,0.0714285714286,43.73835,-97.83172
Fulton,2021,1176,0.056113608845,Hanson,0.8823529411765,0.1176470588235,43.73835,-97.83172
Gann Valley,2019,3477,0.162994786676,Buffalo,0.9009009009009,0.0990990990991,44.14602,-99.04118
Gann Valley,2020,3797,0.284121723114,Buffalo,0.9154228855721,0.0845771144279,44.14602,-99.04118
Gann Valley,2021,3267,0.169080321765,Buffalo,0.8369565217391,0.1630434782609,44.14602,-99.04118
Garden City,2019,1481,0.033660736508,Clark,0.8421052631579,0.1578947368421,37.98086,-100.85794
Garden City,2020,664,0.017979807125,Clark,0.9142857142857,0.0857142857143,37.98086,-100.85794
Garden City,2021,1992,0.038728572481,Clark,0.8823529411765,0.1176470588235,37.98086,-100.85794
Garretson,2019,22149,0.007870772954,Minnehaha,0.9198396793587,0.0801603206413,43.72081,-96.52266
Garretson,2020,22058,0.011516688234,Minnehaha,0.8708609271523,0.1291390728477,43.72081,-96.52266
Garretson,2021,22217,0.008887248002,Minnehaha,0.8451380552221,0.1548619447779,43.72081,-96.52266
Gary,2019,24922,0.423729802986,Deuel,0.8986175115207,0.1013824884793,44.75308,-96.4814
Gary,2020,22809,0.456641196931,Deuel,0.8779239766082,0.1220760233918,44.75308,-96.4814
Gary,2021,21610,0.452774976808,Deuel,0.8447009443861,0.1552990556139,44.75308,-96.4814
Gayville,2019,2727,0.011446543852,Yankton,0.8970588235294,0.1029411764706,42.86941,-97.18044
Gayville,2020,3374,0.019767061455,Yankton,0.8928571428571,0.1071428571429,42.86941,-97.18044
Gayville,2021,5028,0.024825796342,Yankton,0.8636363636364,0.1363636363636,42.86941,-97.18044
Geddes,2019,22742,0.156075922269,Charles Mix,0.9172259507830,0.0827740492170,43.24881,-98.69203
Geddes,2020,26132,0.168312265176,Charles Mix,0.8818681318681,0.1181318681319,43.24881,-98.69203
Geddes,2021,25090,0.148506014859,Charles Mix,0.8398314014752,0.1601685985248,43.24881,-98.69203
Gettysburg,2019,49461,1.030108338760,Potter,0.9039497307002,0.0960502692998,45.02914,-100.00351
Gettysburg,2020,47515,1.169122582253,Potter,0.8864734299517,0.1135265700483,45.02914,-100.00351
Gettysburg,2021,45645,1.088138493781,Potter,0.8619271445358,0.1380728554642,45.02914,-100.00351
Glencross,2019,394,0.008147056609,Dewey,1.0000000000000,0.0000000000000,45.46143,-100.92041
Glencross,2020,498,0.013872600993,Dewey,0.9090909090909,0.0909090909091,45.46143,-100.92041
Glencross,2021,200,0.004257413701,Dewey,0.9230769230769,0.0769230769231,45.46143,-100.92041
Glenham,2019,22863,0.240821599419,Walworth,0.9026548672566,0.0973451327434,45.56133,-100.31742
Glenham,2020,25223,0.315408397675,Walworth,0.9057835820896,0.0942164179104,45.56133,-100.31742
Glenham,2021,23808,0.277478660361,Walworth,0.8207547169811,0.1792452830189,45.56133,-100.31742
Goodwin,2019,6543,0.111247323685,Deuel,0.9367088607595,0.0632911392405,44.86042,-96.84902
Goodwin,2020,4504,0.090167309250,Deuel,0.9104477611940,0.0895522388060,44.86042,-96.84902
Goodwin,2021,3584,0.075083008542,Deuel,0.8489208633094,0.1510791366906,44.86042,-96.84902
Gregory,2019,40688,0.499809937802,Gregory,0.9124579124579,0.0875420875421,43.24258,-99.42818
Gregory,2020,31103,0.380553333794,Gregory,0.8686994399502,0.1313005600498,43.24258,-99.42818
Gregory,2021,41302,0.446765639877,Gregory,0.8726731198809,0.1273268801191,43.24258,-99.42818
Grenville,2019,28950,0.249925738848,Day,0.9263157894737,0.0736842105263,45.50044,-97.29943
Grenville,2020,25119,0.272988205928,Day,0.8714285714286,0.1285714285714,45.50044,-97.29943
Grenville,2021,20404,0.189588617720,Day,0.8071065989848,0.1928934010152,45.50044,-97.29943
Groton,2019,19917,0.043982950473,Brown,0.9213973799127,0.0786026200873,45.47186,-98.11091
Groton,2020,18307,0.054990982880,Brown,0.8725182863114,0.1274817136886,45.47186,-98.11091
Groton,2021,23889,0.053673525780,Brown,0.8627187079408,0.1372812920592,45.47186,-98.11091
Hamill,2019,3483,0.043996724952,Tripp,0.8428571428571,0.1571428571429,43.58628,-99.69572
Hamill,2020,5271,0.072490272389,Tripp,0.9153439153439,0.0846560846561,43.58628,-99.69572
Hamill,2021,3814,0.052955143996,Tripp,0.8425925925926,0.1574074074074,43.58628,-99.69572
Harrisburg,2019,53405,0.098286201433,Lincoln,0.9049815498155,0.0950184501845,43.43631,-96.69373
Harrisburg,2020,45022,0.122843363131,Lincoln,0.8939323761000,0.1060676239000,43.43631,-96.69373
Harrisburg,2021,52696,0.105360402982,Lincoln,0.8413936557462,0.1586063442538,43.43631,-96.69373
Harrison,2019,693,0.026509990415,Douglas,0.8148148148148,0.1851851851852,43.43675,-98.58274
Harrison,2020,1226,0.051234449361,Douglas,0.7254901960784,0.2745098039216,43.43675,-98.58274
Harrison,2021,1960,0.072078602385,Douglas,0.7608695652174,0.2391304347826,43.43675,-98.58274
Harrold,2019,9762,0.031512807895,Hughes,0.9102564102564,0.0897435897436,44.49955,-99.73383
Harrold,2020,12264,0.048146543333,Hughes,0.8960396039604,0.1039603960396,44.49955,-99.73383
Harrold,2021,15158,0.051702117348,Hughes,0.8777506112469,0.1222493887531,44.49955,-99.73383
Hartford,2019,52394,0.018618192477,Minnehaha,0.9155900086133,0.0844099913867,43.6119,-96.94067
Hartford,2020,31660,0.016529994606,Minnehaha,0.8920829406221,0.1079170593779,43.6119,-96.94067
Hartford,2021,34064,0.013626689493,Minnehaha,0.8611457036115,0.1388542963885,43.6119,-96.94067
Hayes,2019,647,0.005081281539,Stanley,0.8571428571429,0.1428571428571,44.50795,-101.04775
Hayes,2020,1204,0.011098065876,Stanley,0.8243243243243,0.1756756756757,44.50795,-101.04775
Hayes,2021,1515,0.011479294504,Stanley,0.8421052631579,0.1578947368421,44.50795,-101.04775
Hayti,2019,11277,0.130131391656,Hamlin,0.8834355828221,0.1165644171779,44.67402,-97.1967
Hayti,2020,7120,0.091531640050,Hamlin,0.8786982248521,0.1213017751479,44.67402,-97.1967
Hayti,2021,6306,0.087330514325,Hamlin,0.8760330578512,0.1239669421488,44.67402,-97.1967
Hazel,2019,3902,0.045028748636,Hamlin,0.9090909090909,0.0909090909091,44.76691,-97.35797
Hazel,2020,3305,0.042489669285,Hamlin,0.8714285714286,0.1285714285714,44.76691,-97.35797
Hazel,2021,2004,0.027751941500,Hamlin,0.8089887640449,0.1910112359551,44.76691,-97.35797
Hecla,2019,4958,0.010948327245,Brown,0.9072164948454,0.0927835051546,45.88145,-98.13025
Hecla,2020,7480,0.022468971911,Brown,0.8976109215017,0.1023890784983,45.88145,-98.13025
Hecla,2021,6919,0.015545849223,Brown,0.8578947368421,0.1421052631579,45.88145,-98.13025
Henry,2019,3441,0.007774000497,Codington,0.8971962616822,0.1028037383178,44.89158,-97.43311
Henry,2020,4997,0.014891608144,Codington,0.7875000000000,0.2125000000000,44.89158,-97.43311
Henry,2021,4868,0.011956877605,Codington,0.8079470198676,0.1920529801325,44.89158,-97.43311
Hermosa,2019,21347,0.033903641556,Custer,0.9014084507042,0.0985915492958,43.83905,-103.18445
Hermosa,2020,23618,0.038711294218,Custer,0.8593389700231,0.1406610299769,43.83905,-103.18445
Hermosa,2021,24875,0.042072268476,Custer,0.7957110609481,0.2042889390519,43.83905,-103.18445
Herreid,2019,11354,0.425048968988,Campbell,0.9270270270270,0.0729729729730,45.84139,-100.07648
Herreid,2020,11015,0.549522702880,Campbell,0.8956639566396,0.1043360433604,45.84139,-100.07648
Herreid,2021,14148,0.590300810665,Campbell,0.8638211382114,0.1361788617886,45.84139,-100.07648
Herrick,2019,1611,0.019785537021,Gregory,0.9180327868852,0.0819672131148,43.13461,-99.20439
Herrick,2020,2478,0.030320819924,Gregory,0.8920863309353,0.1079136690647,43.13461,-99.20439
Herrick,2021,1863,0.020155703182,Gregory,0.7761194029851,0.2238805970149,43.13461,-99.20439
Highmore,2019,26340,1.049345610138,Hyde,0.9331941544885,0.0668058455115,44.52308,-99.43817
Highmore,2020,20282,1.041636560301,Hyde,0.9177153920620,0.0822846079380,44.52308,-99.43817
Highmore,2021,24943,1.198053525145,Hyde,0.8536251709986,0.1463748290014,44.52308,-99.43817
Hill City,2019,141711,0.057489889072,Pennington,0.8731836195509,0.1268163804491,43.94134,-103.58365
Hill City,2020,145553,0.067556089870,Pennington,0.7980933757028,0.2019066242972,43.94134,-103.58365
Hill City,2021,127126,0.053388946673,Pennington,0.7085346215781,0.2914653784219,43.94134,-103.58365
Hitchcock,2019,5136,0.025278583152,Beadle,0.8959537572254,0.1040462427746,44.62245,-98.37034
Hitchcock,2020,4062,0.025994090889,Beadle,0.8473684210526,0.1526315789474,44.62245,-98.37034
Hitchcock,2021,3932,0.020540727903,Beadle,0.8461538461538,0.1538461538462,44.62245,-98.37034
Holabird,2019,739,0.029454437053,Hyde,0.7800000000000,0.2200000000000,44.53699,-99.62935
Holabird,2020,1203,0.061767665766,Hyde,0.9302325581395,0.0697674418605,44.53699,-99.62935
Holabird,2021,542,0.026034955198,Hyde,0.7894736842105,0.2105263157895,44.53699,-99.62935
Hosmer,2019,4256,0.092904463224,Edmunds,0.9375000000000,0.0625000000000,45.60918,-99.42522
Hosmer,2020,1508,0.040159039352,Edmunds,0.7631578947368,0.2368421052632,45.60918,-99.42522
Hosmer,2021,1739,0.036285340213,Edmunds,0.9074074074074,0.0925925925926,45.60918,-99.42522
Hot Springs,2019,91142,0.438612744043,Fall River,0.9114703618168,0.0885296381832,43.41255,-103.4735
Hot Springs,2020,83350,0.505798737408,Fall River,0.8618143459916,0.1381856540084,43.41255,-103.4735
Hot Springs,2021,77096,0.397426018410,Fall River,0.7856947108797,0.2143052891203,43.41255,-103.4735
Houghton,2019,218,0.000481041839,Brown,0.9473684210526,0.0526315789474,45.73147,-98.20019
Houghton,2020,597,0.001792674797,Brown,0.9324324324324,0.0675675675676,45.73147,-98.20019
Houghton,2021,317,0.000711637227,Brown,0.8709677419355,0.1290322580645,45.73147,-98.20019
Hoven,2019,7827,0.163011427565,Potter,0.9251336898396,0.0748663101604,45.2422,-99.7873
Hoven,2020,6164,0.151674971608,Potter,0.8507853403141,0.1492146596859,45.2422,-99.7873
Hoven,2021,7892,0.188138456839,Potter,0.8503184713376,0.1496815286624,45.2422,-99.7873
Howard,2019,15275,1.039265420749,Miner,0.9131578947368,0.0868421052632,44.04342,-97.53657
Howard,2020,12543,0.917316491629,Miner,0.8941176470588,0.1058823529412,44.04342,-97.53657
Howard,2021,9590,0.759591131790,Miner,0.8432432432432,0.1567567567568,44.04342,-97.53657
Howes,2019,2398,0.005020028368,Meade,0.9382716049383,0.0617283950617,44.6095,-101.95172
Howes,2020,2853,0.006403103894,Meade,0.9051094890511,0.0948905109489,44.6095,-101.95172
Howes,2021,2836,0.005626087719,Meade,0.8720930232558,0.1279069767442,44.6095,-101.95172
Hudson,2019,2300,0.004232420157,Lincoln,0.8780487804878,0.1219512195122,44.97768,-92.71656
Hudson,2020,2664,0.007269068965,Lincoln,0.9114583333333,0.0885416666667,44.97768,-92.71656
Hudson,2021,3468,0.006934290034,Lincoln,0.8225806451613,0.1774193548387,44.97768,-92.71656
Humboldt,2019,4870,0.001730453628,Minnehaha,0.9425287356322,0.0574712643678,43.65224,-97.07276
Humboldt,2020,4396,0.002295191448,Minnehaha,0.8825136612022,0.1174863387978,43.65224,-97.07276
Humboldt,2021,5271,0.002108362283,Minnehaha,0.7647058823529,0.2352941176471,43.65224,-97.07276
Hurley,2019,4591,0.114794848225,Turner,0.9565217391304,0.0434782608696,43.26554,-97.1161
Hurley,2020,3678,0.118755299731,Turner,0.9191919191919,0.0808080808081,43.26554,-97.1161
Hurley,2021,6045,0.155325423947,Turner,0.9362745098039,0.0637254901961,43.26554,-97.1161
Huron,2019,270776,1.332795770734,Beadle,0.9228841334104,0.0771158665896,44.36384,-98.21095
Huron,2020,196825,1.259598424700,Beadle,0.8817468680482,0.1182531319518,44.36384,-98.21095
Huron,2021,257637,1.345878061324,Beadle,0.8489014692007,0.1510985307993,44.36384,-98.21095
Ideal,2019,2185,0.027593856960,Tripp,0.8750000000000,0.1250000000000,43.58369,-99.9098
Ideal,2020,1913,0.026303204412,Tripp,0.7872340425532,0.2127659574468,43.58369,-99.9098
Ideal,2021,1169,0.016228782837,Tripp,0.8679245283019,0.1320754716981,43.58369,-99.9098
Interior,2019,12198,0.067195370269,Jackson,0.8707865168539,0.1292134831461,43.63162,-101.92402
Interior,2020,14018,0.082782537444,Jackson,0.8307830783078,0.1692169216922,43.63162,-101.92402
Interior,2021,9252,0.052411419242,Jackson,0.7682539682540,0.2317460317460,43.63162,-101.92402
Ipswich,2019,25840,0.564056280904,Edmunds,0.9264877479580,0.0735122520420,45.46125,-98.91961
Ipswich,2020,25491,0.678722384916,Edmunds,0.8857979502196,0.1142020497804,45.46125,-98.91961
Ipswich,2021,30028,0.626641187918,Edmunds,0.8779443254818,0.1220556745182,45.46125,-98.91961
Irene,2019,5777,0.033938728053,Clay,0.8831168831169,0.1168831168831,43.0951,-97.20041
Irene,2020,4553,0.039360008472,Clay,0.8937007874016,0.1062992125984,43.0951,-97.20041
Irene,2021,4070,0.024353218232,Clay,0.8192090395480,0.1807909604520,43.0951,-97.20041
Iroquois,2019,11637,0.147751861037,Kingsbury,0.9272727272727,0.0727272727273,44.35601,-97.85083
Iroquois,2020,8168,0.137690455013,Kingsbury,0.8940217391304,0.1059782608696,44.35601,-97.85083
Iroquois,2021,14429,0.192496501090,Kingsbury,0.8695652173913,0.1304347826087,44.35601,-97.85083
Isabel,2019,11511,0.238171399592,Dewey,0.9037267080745,0.0962732919255,45.41153,-101.40322
Isabel,2020,8012,0.223193126166,Dewey,0.9086419753086,0.0913580246914,45.41153,-101.40322
Isabel,2021,8486,0.180531257809,Dewey,0.8251533742331,0.1748466257669,45.41153,-101.40322
Java,2019,3544,0.037327789137,Walworth,0.9696969696970,0.0303030303030,45.58878,-99.84545
Java,2020,853,0.010665905917,Walworth,0.9310344827586,0.0689655172414,45.58878,-99.84545
Java,2021,623,0.007259391615,Walworth,0.8936170212766,0.1063829787234,45.58878,-99.84545
Jefferson,2019,13518,0.057798428449,Union,0.9304347826087,0.0695652173913,42.56919,-96.57449
Jefferson,2020,14382,0.083540077077,Union,0.8805970149254,0.1194029850746,42.56919,-96.57449
Jefferson,2021,11241,0.055237240725,Union,0.8486707566462,0.1513292433538,42.56919,-96.57449
Kadoka,2019,37466,0.206385780112,Jackson,0.9205718824464,0.0794281175536,43.83275,-101.50811
Kadoka,2020,33452,0.197553948926,Jackson,0.9069542820348,0.0930457179652,43.83275,-101.50811
Kadoka,2021,43871,0.248535685803,Jackson,0.8542246982358,0.1457753017642,43.83275,-101.50811
Keldron,2019,1242,0.042663307522,Corson,1.0000000000000,0.0000000000000,45.72769,-101.89517
Keldron,2020,969,0.032324939774,Corson,0.8750000000000,0.1250000000000,45.72769,-101.89517
Keldron,2021,1454,0.046741630098,Corson,0.9354838709677,0.0645161290323,45.72769,-101.89517
Kennebec,2019,14881,0.041416613946,Lyman,0.9022556390977,0.0977443609023,43.91368,-99.86892
Kennebec,2020,14337,0.054027917951,Lyman,0.8676470588235,0.1323529411765,43.91368,-99.86892
Kennebec,2021,11564,0.038221822759,Lyman,0.8392857142857,0.1607142857143,43.91368,-99.86892
Keystone,2019,118521,0.048082004654,Pennington,0.8784186298402,0.1215813701598,43.88537,-103.37442
Keystone,2020,111398,0.051703527699,Pennington,0.8250462408878,0.1749537591122,43.88537,-103.37442
Keystone,2021,98896,0.041533455893,Pennington,0.7263654509163,0.2736345490837,43.88537,-103.37442
Kimball,2019,36601,0.220193428591,Brule,0.9179019384265,0.0820980615735,43.7599,-98.94987
Kimball,2020,30189,0.200393770141,Brule,0.8997245179063,0.1002754820937,43.7599,-98.94987
Kimball,2021,36495,0.214916775320,Brule,0.8486407053637,0.1513592946363,43.7599,-98.94987
Kranzburg,2019,272,0.000615106552,Codington,0.6000000000000,0.4000000000000,44.89014,-96.92139
Kranzburg,2020,629,0.001875497877,Codington,0.9545454545455,0.0454545454545,44.89014,-96.92139
Kranzburg,2021,547,0.001344456970,Codington,1.0000000000000,0.0000000000000,44.89014,-96.92139
Kyle,2019,5473,0.103047804414,Oglala Lakota,0.9580838323353,0.0419161676647,43.42793,-102.16299
Kyle,2020,2274,0.079582920600,Oglala Lakota,0.9294117647059,0.0705882352941,43.42793,-102.16299
Kyle,2021,3823,0.080983982681,Oglala Lakota,0.9181286549708,0.0818713450292,43.42793,-102.16299
Labolt,2019,3644,0.034304155437,Grant,0.8870967741935,0.1129032258065,45.05461,-96.66554
Labolt,2020,2355,0.027350938725,Grant,0.8990825688073,0.1009174311927,45.05461,-96.66554
Labolt,2021,1772,0.018183484321,Grant,0.9000000000000,0.1000000000000,45.05461,-96.66554
Lake Andes,2019,65581,0.450073052326,Charles Mix,0.9136143745681,0.0863856254319,43.14655,-98.52471
Lake Andes,2020,71308,0.459295346370,Charles Mix,0.8918648310388,0.1081351689612,43.14655,-98.52471
Lake Andes,2021,74922,0.443462869430,Charles Mix,0.8400695349848,0.1599304650152,43.14655,-98.52471
Lake City,2019,22543,0.411492181677,Marshall,0.8795454545455,0.1204545454545,44.43709,-92.28506
Lake City,2020,15318,0.372557597696,Marshall,0.8706563706564,0.1293436293436,44.43709,-92.28506
Lake City,2021,18650,0.379877830900,Marshall,0.7955625990491,0.2044374009509,44.43709,-92.28506
Lake Norden,2019,40960,0.472668925562,Hamlin,0.9254742547425,0.0745257452575,44.58123,-97.1722
Lake Norden,2020,40033,0.514656537094,Hamlin,0.9200779727096,0.0799220272904,44.58123,-97.1722
Lake Norden,2021,38289,0.530297019728,Hamlin,0.8672566371681,0.1327433628319,44.58123,-97.1722
Lake Preston,2019,15407,0.195619634591,Kingsbury,0.8931750741840,0.1068249258160,44.36147,-97.35501
Lake Preston,2020,16125,0.271830153306,Kingsbury,0.8869565217391,0.1130434782609,44.36147,-97.35501
Lake Preston,2021,18332,0.244563197978,Kingsbury,0.8172588832487,0.1827411167513,44.36147,-97.35501
Lane,2019,461,0.016502697827,Jerauld,0.9473684210526,0.0526315789474,44.05518,-98.41553
Lane,2020,962,0.048617956206,Jerauld,1.0000000000000,0.0000000000000,44.05518,-98.41553
Lane,2021,535,0.020089127445,Jerauld,0.6250000000000,0.3750000000000,44.05518,-98.41553
Langford,2019,5236,0.095580270760,Marshall,0.9245283018868,0.0754716981132,45.59507,-97.82205
Langford,2020,4391,0.106792887482,Marshall,0.9259259259259,0.0740740740741,45.59507,-97.82205
Langford,2021,4881,0.099416617012,Marshall,0.8937500000000,0.1062500000000,45.59507,-97.82205
Lantry,2019,333,0.006890329792,Dewey,0.8666666666667,0.1333333333333,45.0273,-101.4442
Lantry,2020,335,0.009344989703,Dewey,0.9473684210526,0.0526315789474,45.0273,-101.4442
Lantry,2021,142,0.003016842821,Dewey,1.0000000000000,0.0000000000000,45.0273,-101.4442
Lead,2019,205955,0.207446828385,Lawrence,0.8766118836915,0.1233881163085,44.35109,-103.78491
Lead,2020,229526,0.273244467963,Lawrence,0.8181652712050,0.1818347287950,44.35109,-103.78491
Lead,2021,257407,0.272683438831,Lawrence,0.7272079772080,0.2727920227920,44.35109,-103.78491
Lebanon,2019,955,0.019891145563,Potter,0.8636363636364,0.1363636363636,37.67673,-92.66177
Lebanon,2020,667,0.016411993342,Potter,0.8378378378378,0.1621621621622,37.67673,-92.66177
Lebanon,2021,737,0.017565907977,Potter,0.9259259259259,0.0740740740741,37.67673,-92.66177
Lemmon,2019,42723,0.866766973643,Perkins,0.9089201877934,0.0910798122066,45.92177,-102.16316
Lemmon,2020,40252,0.839543746051,Perkins,0.8832035595106,0.1167964404894,45.92177,-102.16316
Lemmon,2021,41787,0.880123128145,Perkins,0.8398692810458,0.1601307189542,45.92177,-102.16316
Lennox,2019,22223,0.040897976202,Lincoln,0.9125683060109,0.0874316939891,43.35571,-96.87486
Lennox,2020,17727,0.048368221704,Lincoln,0.8894348894349,0.1105651105651,43.35571,-96.87486
Lennox,2021,19163,0.038314800873,Lincoln,0.8483412322275,0.1516587677725,43.35571,-96.87486
Leola,2019,4174,0.159463392505,Mcpherson,0.9507575757576,0.0492424242424,45.72507,-98.96186
Leola,2020,6098,0.432826970129,Mcpherson,0.8968750000000,0.1031250000000,45.72507,-98.96186
Leola,2021,6401,0.419749116443,Mcpherson,0.8771929824561,0.1228070175439,45.72507,-98.96186
Lesterville,2019,3571,0.014989521711,Yankton,0.9777777777778,0.0222222222222,43.05044,-97.59298
Lesterville,2020,785,0.004600888293,Yankton,0.8297872340426,0.1702127659574,43.05044,-97.59298
Lesterville,2021,2599,0.012831678078,Yankton,0.8600000000000,0.1400000000000,43.05044,-97.59298
Letcher,2019,5310,0.205478598704,Sanborn,0.9400000000000,0.0600000000000,43.88711,-98.17453
Letcher,2020,3925,0.225873159648,Sanborn,0.8579881656805,0.1420118343195,43.88711,-98.17453
Letcher,2021,3749,0.199750711177,Sanborn,0.8434782608696,0.1565217391304,43.88711,-98.17453
Little Eagle,2019,0,0.000000000000,Corson,0.9500000000000,0.0500000000000,45.68115,-100.78857
